name,symbol,Price_usd,volume24h,volume30d,marketCap,dominance,ytdPriceChangePercentage,cmcRank,marketPairCount,circulatingSupply,totalSupply
Flow,FLOW,1.1758997947452416,92423042.42437461,937675567.9816096,1218467367.3150194,0.1093,79.0072,46,117,1036200000.0,1414011748.0
EOS,EOS,1.1137867099107008,150827318.38642392,2338215747.7961774,1204297189.3190472,0.1081,26.7905,47,509,1081263745.2063,1082862641.7828
The Sandbox,SAND,0.798155874200386,513650723.3448261,4355741612.847174,1196810875.0663335,0.1074,105.2995,48,334,1499470108.2233226,3000000000.0
MultiversX,EGLD,47.256045795903646,41350136.43613578,565539245.1174146,1181672819.9048717,0.106,43.4146,49,139,25005749.0,25010901.0
Theta Network,THETA,1.1706822510266803,38072086.02117719,414988325.28772986,1170682251.0266802,0.1051,59.779,50,139,1000000000.0,1000000000.0
Tezos,XTZ,1.1613175126372794,29040190.96822921,551135135.0035498,1076888855.891399,0.0966,61.5051,51,262,927299247.770622,948712124.305925
Terra Classic,LUNC,0.0001760965201590297,118150567.87383552,1922184797.9181368,1041734701.6958544,0.0935,17.3941,52,390,5915702938110.77,6870038022270.842
Mina,MINA,1.1390588287801153,222607974.2521726,3743083968.1338997,957087660.7275513,0.0859,163.1541,53,79,840244275.8400393,824104972.0
Chiliz,CHZ,0.14241542360513065,139949635.28852838,2097587922.5765593,948985679.8396792,0.0852,40.9153,54,314,6663503543.484816,8888888888.0
ImmutableX,IMX,1.1950536955238609,116059366.20138492,2930845393.6788144,948574600.9162476,0.0851,209.9939,55,126,793750610.9300241,2000000000.0
TrueUSD,TUSD,1.000523615623029,53584607.39054254,946378530.191996,923073264.2789826,0.0829,0.0365,56,329,922590181.6462195,922590181.6462195
Rocket Pool,RPL,46.533291154527134,17139398.2528298,664056070.3131257,889410012.0857239,0.0798,126.0136,57,71,19113413.0,19113413.0
Pax Dollar,USDP,0.9946914857491184,4433433.17283413,269584359.33445096,873422743.3077302,0.0784,-0.4259,58,85,878084065.080683,878084065.080683
Huobi Token,HT,5.280038933341242,22431627.14476389,270339996.5269215,856601012.6256094,0.0769,3.1598,59,115,162233844.0,203980445.0
KuCoin Token,KCS,8.597729076612621,1925868.65968086,25175976.27420176,845843391.0429215,0.0759,31.4439,60,39,98379860.95,145879861.0
Dash,DASH,75.46706548985323,190597755.8290723,3022052115.1146398,839248467.8411522,0.0753,78.7908,61,365,11120724.81411102,11144106.26667957
Frax Share,FXS,11.190766379197331,86921541.65946184,5973770670.932682,825866539.3392664,0.0741,152.7115,62,141,73798925.9497438,99822984.1145714
Curve DAO Token,CRV,1.131644045453061,172155625.61528733,9025688162.111872,823901779.2429247,0.0739,114.8739,63,410,728057362.6957674,1902282062.3588903
Bitcoin SV,BSV,42.725572680284635,49321349.05670328,3309607067.2974405,823154157.9273698,0.0739,3.4218,64,188,19266076.64423905,19266076.64423905
Zcash,ZEC,46.8267248094825,87311470.12539771,2027485998.2898612,764599347.3715228,0.0686,25.9153,65,281,16328268.75,16328268.75
Maker,MKR,768.8871506783479,52483086.98360384,1322411101.5325894,751687942.4158884,0.0675,49.8751,66,307,977631.03695089,977631.03695089
USDD,USDD,0.994126678993977,75124566.9487401,463014189.45375216,721071927.9597943,0.0647,1.3068,67,134,725332035.842248,725332035.842248
BitTorrent-New,BTT,7.431798258705292e-07,24291251.60411493,1058306345.6533561,707077423.9525099,0.0635,18.9988,68,95,951421714286000.0,990000000000000.0
PancakeSwap,CAKE,4.234868476969439,65880894.73084733,1005010223.1023272,704693818.0113782,0.0633,33.835,69,814,166402763.59082392,366858289.8734238
eCash,XEC,3.6414520290280044e-05,18642676.13186478,9058149900.341297,703142708.2692204,0.0631,65.0593,70,59,19309404673303.0,19309404673303.0
IOTA,MIOTA,0.2484792350154997,14729145.67743731,300840306.4531992,690655558.4222554,0.062,44.5791,71,86,2779530283.0,2779530283.0
GMX,GMX,81.19865283492035,67764296.79345737,1120054641.3718722,687882668.0471095,0.0617,96.1365,72,97,8471601.97898355,8874096.72530234
Optimism,OP,2.8899942803596987,528090563.5504077,7601961709.286966,678421429.2837965,0.0609,213.0685,73,187,234748364.0,4294967296.0
Synthetix,SNX,2.65958801714187,76419137.48380934,667878991.5120859,669983115.7308812,0.0601,80.3083,74,358,251912368.1610205,314437924.0887736
Neo,NEO,9.465785738188817,41899331.72029005,3407865264.8855085,667705460.4683112,0.0599,47.9901,75,258,70538831.0,100000000.0
Klaytn,KLAY,0.21525402995038237,62193853.64128124,743990841.894692,666899320.8500363,0.0598,43.4875,76,145,3098196679.5407333,11025155170.540733
Loopring,LRC,0.4739071402977553,196025375.642801,9197843678.734247,630359784.7745225,0.0566,150.2864,77,250,1330133545.5263836,1373873437.4424574
Trust Wallet Token,TWT,1.493601419930047,49990061.26273748,411548190.0447849,622308882.253712,0.0558,5.3237,78,126,416649900.0,999668148.0
Gemini Dollar,GUSD,0.9899678788025291,958248.1694127,21430899.90641493,600959885.3473222,0.0539,-0.5769,79,84,607049883.35,611139702.82
THORChain,RUNE,1.8164940850668123,52717705.09377066,711662973.0847005,594096317.6212635,0.0533,41.2657,80,133,327056566.0,498910727.0
SingularityNET,AGIX,0.45831937611702295,267022922.1915513,4844819533.251037,551872378.3891956,0.0495,902.4963,81,52,1204121857.2620103,1260840661.7363875
Osmosis,OSMO,1.042724548663923,17762074.948238,250738755.8082621,513636478.93974334,0.0461,51.6989,82,68,492590761.0,325000000.0
Render Token,RNDR,2.0109888926210844,274142916.72522074,3387205976.162327,510386687.8042233,0.0458,397.6226,83,109,253798859.69384697,530962614.97878325
Zilliqa,ZIL,0.03156348427222056,97994005.59072089,3650669874.4005265,500839881.9244446,0.045,94.0338,84,240,15867699446.7699,17187805472.494503
PAX Gold,PAXG,1823.2169956199882,11660775.23342631,2040916981.8997834,494572606.36693174,0.0444,0.0464,85,104,271263.71,271263.71
GateToken,GT,4.558623359334367,1583750.46968015,25279065.71526543,493539707.31837624,0.0443,51.4952,86,24,108265076.62840587,300000000.0
BinaryX,BNX,169.91286173268193,8258605.80392928,484911411.3364332,490822996.9298338,0.044,145.3182,87,85,2888674.7708483,6210991.10457322
Enjin Coin,ENJ,0.4884531419342737,41784520.15987117,744807872.0649017,488453141.9342737,0.0438,100.6533,88,291,1000000000.0,1000000000.0
dYdX,DYDX,3.1193629643417475,255018904.44995987,4265152806.5694427,487419722.12533987,0.0437,173.2443,89,211,156256174.0,1000000000.0
Convex Finance,CVX,6.495875186456102,14662959.56449101,1161177328.7228765,484312716.0264002,0.0435,102.6855,90,140,74556961.47552097,97364094.99224487
Oasis Network,ROSE,0.08267011215598079,164114238.54788542,3880677969.003619,473345793.2966878,0.0425,137.1957,91,70,5725718533.0,10000000000.0
Stacks,STX,0.3452542532849883,63311017.4439339,2310658778.290374,469706190.9384439,0.0422,62.0876,92,69,1360464603.895053,1352464600.0
Basic Attention Token,BAT,0.313749699352507,70274457.64791557,2898956897.3585205,469086162.53477895,0.0421,86.5034,93,359,1495096771.4163349,1500000000.0
1inch Network,1INCH,0.5672997128209862,53810873.90947527,495584556.2170515,449512138.3936439,0.0404,47.0412,94,312,792371524.6714559,1500000000.0
EthereumPoW,ETHW,4.048196481465548,30271725.9356841,335803436.64603484,436472492.5890639,0.0392,36.078,95,75,107818999.04993,107818999.04993
Terra,LUNA,1.9897500305744995,112629072.34257075,1407135086.7328603,432460340.77003646,0.0388,55.2951,96,96,217344055.346074,1004262701.0
Casper,CSPR,0.03941095396024123,10090637.94825607,295821792.4069085,423736952.1555704,0.038,40.1276,97,47,10751755783.0,11504608762.0
Nexo,NEXO,0.7384988077196782,9128106.20633575,189572085.43004826,413559340.4465067,0.0371,9.954,98,94,560000011.0,1000000000.0
Arweave,AR,12.311107155437863,56769476.45176852,1578992783.1021738,411125742.43480796,0.0369,93.5937,99,79,33394701.0,63190435.0
Fei USD,FEI,0.9666391382005908,342376.24020281,10441319.54934771,410817939.0364127,0.0369,-1.3629,100,69,424996177.78890556,426116732.6917724
MAGIC,MAGIC,1.9580738253286452,186558014.80491847,3255546774.363553,409759117.92434156,0.0368,278.6287,101,95,209266429.39806783,339645510.31797594
Celo,CELO,0.8204708815870808,29612062.51153398,1030145588.2144215,399937056.0229775,0.0359,70.6955,102,139,487448202.0,1000000000.0
Holo,HOT,0.002280274988884086,24636075.63055341,307164048.44898134,395269648.3999799,0.0355,58.3173,103,143,173342974126.73712,177619433541.14133
WOO Network,WOO,0.2401260454692622,41514441.1863998,669940012.8611975,393973858.50952876,0.0354,91.9122,104,157,1640696067.5157588,2250658857.901858
Kava,KAVA,0.9542809940168846,40339884.66863533,1237326141.928075,393133461.5705865,0.0353,77.983,105,100,411968240.0,382198521.0
Astar,ASTR,0.09482277743229944,137724704.70187292,758109366.8834321,391875344.7137082,0.0352,140.6013,106,47,4132713208.0,7000000000.0
Blur,BLUR,1.086656890151348,946850260.9565136,29621058561.583813,391196480.4544853,0.0351,0.0,107,44,360000000.0,3000000000.0
Onyxcoin,XCN,0.016622751339219425,50701024.63421533,1479237823.6346948,390351513.9338215,0.035,37.1139,108,59,23482966566.0,48470523779.0
Ravencoin,RVN,0.031590189706291114,17764453.8672975,1241626956.0934474,384035763.7031191,0.0345,64.2867,109,115,12156804605.28033,12218198675.28033
Compound,COMP,52.687482145041166,44122628.80240878,447549664.3833697,382887941.1676225,0.0344,66.8188,110,327,7267151.99852569,10000000.0
Fetch.ai,FET,0.46464539820467615,179258547.8636391,3004018404.7008615,380503831.72820723,0.0341,408.3328,112,100,818912300.0,1152997575.0
XDC Network,XDC,0.027548947953214564,2518971.80674498,60812425.64383651,380603142.4224155,0.0342,6.977,111,60,13815523666.05,37705012698.75
Helium,HNT,2.7018240040662134,4451918.33923932,70875064.96624349,374271375.1198153,0.0336,76.8694,113,69,138525445.97891694,223000000.0
NEM,XEM,0.041156272038194955,14695629.68124207,255036232.89526612,370406448.3025983,0.0332,42.8176,114,134,8999999999.0,8999999999.0
Decred,DCR,24.49111782321038,2762233.0847737,58895691.45203124,360965151.68780786,0.0324,32.6484,115,64,14738614.80286208,14738614.80286208
Gala,GALA,0.05155428809938936,412841647.4903671,4156353617.0748844,359704859.1761696,0.0323,205.8351,116,232,6977205436.0,35240112493.0
Bone ShibaSwap,BONE,1.5560469016031375,16149603.80216213,671658932.1869415,357779686.0670176,0.0321,77.8079,117,77,229928600.28731167,230003022.82484713
Threshold,T,0.04200691755594448,39755221.51002153,16140322222.835693,356859191.8365037,0.032,165.4052,118,69,8495248225.753328,10515000000.0
ssv.network,SSV,35.65696873340732,61393534.76178133,678974567.7020149,356569687.3340732,0.032,255.0304,119,30,10000000.0,11012871.0
Harmony,ONE,0.027230400663628675,49016240.80562902,575359843.1705775,356509906.4050565,0.032,166.8135,120,125,13092348908.44785,13787448908.447866
Balancer,BAL,7.427155663606684,28116057.93621961,210492940.9760782,350411389.0620043,0.0315,42.2843,121,266,47179755.60671659,55353490.677138
Theta Fuel,TFUEL,0.05740097210381248,38274293.35188543,2706807907.3021736,346286245.47566766,0.0311,81.1706,122,50,6032759251.0,6032759251.0
JasmyCoin,JASMY,0.007205814358304557,107217344.48562995,3435025760.2830033,337232111.96061957,0.0303,118.4972,123,117,46799999998.88511,50000000000.0
Ethereum Name Service,ENS,15.902618435431787,54834109.92536185,749791432.232963,321946317.10391873,0.0289,46.023,124,169,20244862.09054775,100000000.0
Qtum,QTUM,3.0565046875030295,82185942.02645937,1110068128.1462667,319521365.3651753,0.0287,62.8,125,202,104538156.5,107822406.0
SushiSwap,SUSHI,1.4148678875560672,78223480.07213329,1210509796.1410954,314464818.415403,0.0282,50.5217,126,524,222257372.0,244542058.52552503
Kusama,KSM,36.87927631175746,28752904.15369824,471831178.64830184,312371086.64144754,0.028,63.8657,127,160,8470098.05726206,9651217.45126206
Audius,AUDIO,0.31285509030362796,48556160.37632979,1710324247.6551142,307836319.94035685,0.0276,135.6203,129,124,983958163.0,1154270891.0
Ankr,ANKR,0.031896198624524225,136516244.3570846,1586868134.011845,308209757.84283453,0.0277,103.7431,128,166,9662899377.791666,10000000000.0
TerraClassicUSD,USTC,0.030944497208413635,42345209.16296145,1762420531.648231,303238422.63802737,0.0272,53.4724,130,713,9799429623.809772,9801144757.19431
Bitcoin Gold,BTG,17.234328366450352,11855749.15713564,3877906756.6598816,301840710.11774665,0.0271,47.4546,131,69,17513923.589,17513923.589
Ocean Protocol,OCEAN,0.4905994774219112,73983190.10975489,1303305323.7077253,300786118.18135,0.027,200.7294,132,137,613099140.9978136,613099141.0
Mask Network,MASK,4.363244988874763,195246211.54308832,2998649401.8271685,297573308.24125886,0.0267,108.3861,134,131,68200000.0,100000000.0
Gnosis,GNO,114.79301224329181,4859597.55230998,78351014.36089599,297266606.98908156,0.0267,37.1966,135,119,2589588.0,3000000.0
Conflux,CFX,0.14260469837845868,591618903.0948758,5863883656.313129,298148691.678208,0.0268,543.9915,133,59,2090735404.0113816,5278164274.0
IoTeX,IOTX,0.031277188177701636,18507150.68678013,290294269.6400383,295094590.1751928,0.0265,45.7176,136,111,9434818389.0,9449818389.0
STEPN,GMT,0.48997338845876237,198412815.43976808,5160457527.738959,293984033.0752574,0.0264,103.5602,137,179,600000000.0,6000000000.0
Waves,WAVES,2.619754291300899,112857826.01121242,1885294709.0322986,289527788.4538623,0.026,100.1067,138,220,110517154.0,110665690.0
Injective,INJ,3.8460071433842837,92878810.94168493,1450182004.7254586,280779883.45990944,0.0252,202.2066,139,122,73005554.33,100000000.0
Chia,XCH,43.047237287772184,11172855.94181248,264816459.9944587,280434455.85398847,0.0252,50.6507,140,48,6514575.0,27514575.0
yearn.finance,YFI,7505.629611785565,49458452.87344573,572438902.4371037,274989165.3413095,0.0247,46.0915,141,363,36637.72122588,36666.0
Moonbeam,GLMR,0.4725944669006323,22152265.62086914,266648502.08693045,272488134.92404836,0.0245,43.7254,142,57,576579190.0,1046109654.0
Livepeer,LPT,9.720002380145504,14374067.51457737,294335792.7738179,265080639.7739974,0.0238,111.8854,143,99,27271664.08060378,27271664.08060378
Golem,GLM,0.2607548199618882,8711612.40811146,105690147.29902686,260754819.9618882,0.0234,44.8019,144,92,1000000000.0,1000000000.0
JUST,JST,0.029048931606406925,28704063.32196256,497218154.18592376,258595913.07476297,0.0232,45.6656,145,99,8902080000.0,9900000000.0
Kadena,KDA,1.1457124236406315,16432492.20237745,183538626.0448291,252080403.5556462,0.0226,31.1999,146,49,220020659.94417,1000000000.0
Band Protocol,BAND,2.0536031881788768,25451871.36610955,395193053.9419609,251620952.73501915,0.0226,46.2652,147,191,122526569.0,129302157.4
Symbol,XYM,0.044108844265338454,1161309.77106004,21912309.58523764,246235858.95854715,0.0221,44.2707,148,39,5582460004.558402,7967988929.50477
SwissBorg,CHSB,0.24409771532085575,608381.05930971,6405745.14006167,244097715.32085574,0.0219,23.1221,149,16,1000000000.0,1000000000.0
SKALE,SKL,0.058303651484214285,46459379.51372188,2355788014.102639,243603500.61343795,0.0219,185.8018,150,99,4178186004.0,5447166667.0
Flux,FLUX,0.8794653240675944,37959690.61139348,3959567649.6011267,243491489.71913075,0.0219,76.6568,151,78,276863092.8994039,285975806.6494039
Dogelon Mars,ELON,4.321804023194803e-07,8045121.84305734,151900884.2594892,237549155.34358555,0.0213,52.2727,152,116,549652770159583.3,1000000000000000.0
OMG Network,OMG,1.6639641880375065,23474251.62346868,525081834.9551111,233363320.2169591,0.0209,59.4936,153,310,140245398.24513277,140245398.24513277
Siacoin,SC,0.0042689784794110505,66538575.97071902,1669628067.8122356,227655542.1513448,0.0204,88.2989,154,75,53327872991.0,53327872991.0
ICON,ICX,0.2386410778412261,15145453.41887533,1604538570.1439636,226019312.49898297,0.0203,67.116,155,98,947109837.6841865,952265643.0
Synapse,SYN,1.5923745302721521,19070812.99237325,441460278.01286,222571563.95255288,0.02,232.6251,156,108,139773376.0,192696599.0
0x,ZRX,0.2546411285974877,21063095.80190889,345519099.16730034,215807351.87689596,0.0194,69.1567,157,270,847496054.8027713,1000000000.0
Hive,HIVE,0.4598822826774849,18835178.94647422,809640392.4720343,214647147.5502365,0.0193,76.4833,158,38,466743676.883,466743676.883
Ontology,ONT,0.2443960679591401,22138720.26364382,357897255.0063326,213907542.14870903,0.0192,59.1106,159,178,875249524.0,1000000000.0
SafePal,SFP,0.5526235147154501,15092542.80810335,4307401537.219787,209039054.8319238,0.0188,38.6333,160,104,378266666.6646633,500000000.0
IOST,IOST,0.011103086856930412,16128416.31568484,199147579.64900544,207726477.17758766,0.0186,60.4431,161,114,18708894189.0,18708894189.0
Amp,AMP,0.004862836773471433,8779685.98244457,79610681.31345432,205346423.04928082,0.0184,57.3028,162,93,42227702186.0,99213408535.0
Reserve Rights,RSR,0.004497543910856092,17378012.5655456,308236672.71969736,205141519.98178396,0.0184,57.0756,163,139,45611899305.0,100000000000.0
Horizen,ZEN,14.691192631602824,73617892.6433915,3376606877.5354347,196472297.37892458,0.0176,56.1601,164,94,13373475.0,13373475.0
BORA,BORA,0.20924026684675634,19549558.8700145,956115782.898306,194070347.5003665,0.0174,97.5726,165,16,927500000.0,1205750000.0
DAO Maker,DAO,1.3474647574568805,3541281.64126312,114103218.31355709,193957487.02876002,0.0174,62.6324,166,57,143942530.56,274810687.0
Illuvium,ILV,87.2948684427358,43502311.54525939,840825758.7285639,192040675.53796133,0.0172,126.9388,167,90,2199907.95523035,7484378.55726993
Solar,SXP,0.3440510785047878,42340689.91871595,9807017183.751383,190939755.1293481,0.0171,70.0285,168,150,554975022.7761341,554974989.1676081
Biconomy,BICO,0.39638567243448947,13316612.96640558,286019889.24472666,190622706.11604694,0.0171,46.7547,169,73,480902109.6683334,1000000000.0
WAX,WAXP,0.07846078766585007,17240868.20674697,479090380.9024074,185759163.27373293,0.0167,86.2494,170,64,2367541402.5264025,3960913516.459444
MetisDAO,METIS,40.19362626271054,24785549.23992684,394914385.995817,178785879.28923234,0.016,147.5471,171,106,4448115.18425,5410000.51
Polymath,POLY,0.19310733994770904,835398.76448531,69006602.00056916,178623982.99028236,0.016,34.0689,172,82,924998413.0,1000000000.0
Everscale,EVER,0.10227533197464805,3793987.74604116,104907406.20172042,177534725.8286876,0.0159,302.4772,173,29,1735850888.0,2049945261.0
Storj,STORJ,0.4245959331655032,34969442.54130241,1663275040.5105565,175331422.71214435,0.0157,70.3565,174,137,412937122.13631105,424999998.00001335
DigiByte,DGB,0.010954096036996425,8768165.29653959,133930511.93159524,175071689.0963796,0.0157,39.3989,175,117,15982303651.993876,16023052704.385012
iExec RLC,RLC,2.120538365022322,14997612.24464439,270432117.21794486,171763151.62316498,0.0154,81.0827,176,89,80999784.9868455,86999784.9868455
Nervos Network,CKB,0.004270430450368279,13074630.06362077,122812616.26700369,169442852.1883776,0.0152,84.3791,177,59,39678166910.261925,40196653968.4187
OriginTrail,TRAC,0.4584985385079942,3357931.96655224,102078010.4314576,167572775.01449737,0.015,187.9068,178,34,365481590.322617,500000000.0
Stargate Finance,STG,1.0735617956535852,172134036.4727804,998139847.3348261,166755756.33280033,0.015,196.6167,179,142,155329443.54756895,1000000000.0
Keep Network,KEEP,0.19314102476597134,1830344.78724179,22899940.466211,166248506.97953328,0.0149,154.7452,180,67,860762270.3720057,999848780.8
Syscoin,SYS,0.21842782703098296,6755901.96786535,1383518774.8591838,164601035.62689933,0.0148,118.6847,181,37,753571730.5998354,753571730.5998354
Voyager Token,VGX,0.5893009337468776,73727144.26165256,1191357526.2318454,164109828.85152614,0.0147,97.5705,182,35,278482214.1856918,278482214.1856918
Celer Network,CELR,0.023009473040605792,28452489.69086967,2133564988.6703947,163033353.56640908,0.0146,139.9136,183,110,7085488367.278,10000000000.0
ConstitutionDAO,PEOPLE,0.03046469992955415,36256260.09918472,2440465029.3942823,154155565.5039694,0.0138,50.6931,184,102,5060137334.7,5060137334.7
Lisk,LSK,1.159628563656632,14114383.22401555,655682771.4554242,149476637.3357303,0.0134,62.1463,185,68,128900444.52198455,144818773.0
Hooked Protocol,HOOK,2.914590498715181,190620232.6737251,4103561295.5023713,145729524.93575904,0.0131,117.5549,186,30,50000000.0,500000000.0
UMA,UMA,2.0935734325646815,15349357.49589827,255551401.46811035,144346476.45431635,0.013,38.8863,187,152,68947415.07943583,108858566.96540223
Kyber Network Crystal v2,KNC,0.8565386981936626,31623088.87408175,853746074.2447304,141237886.53065825,0.0127,87.533,188,249,164893760.0,223368900.0
Chromia,CHR,0.20371050997820037,28241389.56940532,1264374021.1753645,139857430.6619035,0.0126,91.7366,189,103,686549902.0,690499228.33
Braintrust,BTRST,1.0303123112562595,911381.15751994,19619404.35331204,138576400.04032788,0.0124,11.1591,190,31,134499412.0,250000000.0
PlayDapp,PLA,0.2574555772989589,73014857.5686434,453880551.64293474,138474011.79382977,0.0124,89.7645,191,60,537855941.0,700000000.0
LooksRare,LOOKS,0.29362468582303825,42362149.19836885,1210885085.9560978,137868256.58844414,0.0124,97.4171,193,83,469539051.875,622247000.0
